Time	wtime	gpufbmem	gpumempct	gpusmpct	ngpus	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1771724278	721	0	0	0	0	73225	195384	0	1466328	13449903	0	101727	0	1593339	8020	1343305	2845	47	3341	8	37
1771724279	722	0	0	0	0	206641	638844	0	2348512	13469682	0	101955	0	1594516	8027	1343453	2847	47	3343	11	38
1771724280	723	0	0	0	0	97592	193652	0	1445496	13476275	0	102007	0	1595286	8033	1343577	2849	47	3347	7	34
1771724281	724	0	0	0	0	219332	492588	0	2065020	13496054	0	102235	0	1595570	8038	1343639	2850	47	3351	9	38
1771724282	725	0	0	0	0	149737	175992	0	1470232	13502647	0	102287	0	1597465	8058	1347927	2864	47	3361	8	37
1771724283	726	0	0	0	0	246787	641656	0	2351344	13522426	0	102515	0	1597849	8062	1347927	2864	47	3364	9	36
1771724284	727	0	0	0	0	176876	506732	0	2100176	13529019	0	102567	0	1603465	8092	1355726	2883	47	3370	10	39
1771724285	728	0	0	0	0	73872	197232	0	1494820	13542205	0	102707	0	1608009	8105	1356878	2892	47	3375	8	40
1771724286	729	0	0	0	0	298005	621960	0	2343620	13561984	0	102937	0	1608121	8107	1356878	2892	48	3382	11	38
1771724287	730	0	0	0	0	74028	197848	0	1471212	13568577	0	102989	0	1608944	8112	1356878	2892	48	3386	8	37
1771724288	731	0	0	0	0	278269	600744	0	2384080	13588356	0	103219	0	1609210	8116	1356878	2892	48	3390	10	42
1771724289	732	0	0	0	0	73057	194896	0	1465352	13594949	0	103273	0	1609714	8125	1356878	2892	48	3395	8	37
1771724290	733	0	0	0	0	172982	495096	0	2076740	13608135	0	103411	0	1609882	8128	1356878	2892	48	3401	10	39
1771724291	734	0	0	0	0	62557	202576	0	1503300	13621321	0	103553	0	1609994	8130	1356878	2892	48	3405	10	41
1771724292	735	0	0	0	0	173881	346384	0	1756560	13634507	0	103693	0	1610421	8135	1356878	2892	48	3408	8	35
1771724293	736	0	0	0	0	62347	201976	0	1496924	13647693	0	103833	0	1611555	8139	1356878	2892	48	3414	9	40
1771724294	737	0	0	0	0	221638	792048	0	2650844	13667472	0	104061	0	1612838	8152	1357800	2898	48	3415	11	37
1771724295	738	0	0	0	0	74689	199860	0	1475116	13674065	0	104115	0	1617035	8166	1358359	2901	48	3420	8	37
1771724296	739	0	0	0	0	222115	645792	0	2377060	13693844	0	104343	0	1618458	8170	1358359	2901	48	3423	10	39
1771724297	740	0	0	0	0	62081	200848	0	1494972	13700437	0	104395	0	1622031	8188	1358915	2904	48	3429	9	40
1771724298	741	0	0	0	0	73855	197548	0	1470232	13713623	0	104535	0	1624856	8200	1359571	2909	49	3432	8	37
1771724299	742	0	0	0	0	219839	639032	0	2387976	13733402	0	104765	0	1641295	8258	1365154	2946	49	3437	10	42
1771724300	743	0	0	0	0	175374	502084	0	2066804	13739995	0	104817	0	1641829	8261	1365154	2946	49	3441	10	36
1771724301	744	0	0	0	0	167435	193708	0	1477068	13753181	0	104959	0	1657072	8293	1368059	2967	49	3444	8	37
1771724302	745	0	0	0	0	167092	477364	0	2016992	13766367	0	105099	0	1658162	8303	1369032	2975	49	3448	10	36
1771724303	746	0	0	0	0	251671	470668	0	2055252	13779553	0	105241	0	1659688	8308	1369032	2975	49	3451	9	38
1771724304	747	0	0	0	0	73856	197332	0	1470232	13792739	0	105381	0	1661409	8319	1369896	2981	49	3457	8	37
1771724305	748	0	0	0	0	308099	632120	0	2357292	13812518	0	105611	0	1665179	8329	1370885	2989	49	3460	11	38
1771724306	749	0	0	0	0	175917	503888	0	2094320	13819111	0	105661	0	1665478	8333	1370885	2989	49	3464	10	39
1771724307	750	0	0	0	0	167270	197260	0	1471728	13838890	0	105893	0	1666272	8338	1371055	2990	49	3467	10	39
1771724308	751	0	0	0	0	171618	639420	0	2356328	13845483	0	105945	0	1670508	8363	1375456	3005	49	3472	12	39
1771724309	752	0	0	0	0	244911	784688	0	2642892	13865262	0	106175	0	1670676	8366	1375456	3005	49	3476	10	37
1771724310	753	0	0	0	0	74791	200176	0	1451504	13871855	0	106227	0	1671787	8370	1375456	3005	49	3481	8	34
1771724311	754	0	0	0	0	304614	632056	0	2382920	13891634	0	106457	0	1671899	8372	1375456	3005	50	3484	10	39
1771724312	755	0	0	0	0	100030	198608	0	1455264	13898227	0	106507	0	1673736	8378	1375456	3005	50	3488	7	34
1771724313	756	0	0	0	0	292068	468920	0	2463696	13918006	0	106737	0	1673818	8379	1375456	3005	50	3492	8	39
1771724314	757	0	0	0	0	546871	909012	0	3191344	13931192	0	106879	0	1676848	8396	1383031	3022	50	3502	9	44
1771724315	758	0	0	0	0	529753	1187396	0	3700772	13944378	0	107021	0	1678416	8411	1383965	3028	50	3509	12	70
1771724316	759	0	0	0	0	225881	410316	0	2248040	13950971	0	107073	0	1682833	8423	1384274	3031	50	3526	10	45
1771724317	760	0	0	0	0	393307	1047468	0	3819044	13970750	0	107303	0	1683710	8427	1384274	3031	50	3534	16	84
1771724318	761	0	0	0	0	434952	2217892	0	5816088	13983936	0	107445	0	1684577	8431	1384274	3031	51	3541	16	51
1771724319	762	0	0	0	0	469356	1092524	0	3636200	13990529	0	107499	0	1693214	8467	1397645	3050	51	3555	11	46
1771724320	763	0	0	0	0	505677	1146720	0	3708288	14010308	0	107727	0	1693488	8471	1397817	3052	51	3559	10	42
1771724321	764	0	0	0	0	440692	1143596	0	4085168	14016901	0	107781	0	1694510	8479	1398003	3055	51	3568	18	91
1771724322	765	0	0	0	0	176615	450148	0	2386592	14036680	0	108010	0	1695130	8486	1398307	3058	51	3572	12	63
1771724323	766	0	0	0	0	624845	4427044	0	10129604	14049866	0	108153	0	1695216	8487	1398307	3058	51	3572	24	56
1771724324	767	0	0	0	0	266087	589964	0	2375552	14063052	0	108295	0	1695491	8491	1398393	3059	51	3578	9	38
1771724325	768	0	0	0	0	221615	496020	0	2071856	14076238	0	108437	0	1697423	8508	1399805	3070	52	3584	9	38
1771724326	769	0	0	0	0	234520	557976	0	2410912	14089424	0	108577	0	1701349	8521	1400364	3073	52	3589	12	45
1771724327	770	0	0	0	0	257914	894728	0	3016772	14102610	0	108719	0	1701517	8524	1400364	3073	52	3597	12	41
1771724328	771	0	0	0	0	313542	638592	0	2388132	14115796	0	108859	0	1701976	8527	1400364	3073	52	3603	11	42
1771724329	772	0	0	0	0	250628	717976	0	2663708	14135575	0	109051	0	1702502	8531	1400534	3074	52	3605	10	39
1771724330	773	0	0	0	0	172545	203332	0	1495220	14135575	0	109051	0	1703440	8538	1400790	3076	52	3610	9	38
1771724331	774	0	0	0	0	260438	587796	0	2376084	14155354	0	109279	0	1704316	8542	1400790	3076	52	3614	10	39
1771724332	775	0	0	0	0	163621	192308	0	1496924	14161947	0	109331	0	1704762	8548	1400790	3076	52	3620	9	40
1771724333	776	0	0	0	0	278627	749288	0	2657532	14181726	0	109561	0	1704818	8549	1400790	3076	52	3622	10	37
1771724334	777	0	0	0	0	247824	649768	0	2386160	14194912	0	109703	0	1706886	8564	1404521	3086	52	3628	11	40
1771724335	778	0	0	0	0	98571	195592	0	1449404	14201505	0	109753	0	1708216	8574	1405382	3092	52	3630	7	34
1771724336	779	0	0	0	0	74848	200328	0	1476092	14214691	0	109895	0	1711118	8601	1410731	3106	52	3636	8	37
1771724337	780	0	0	0	0	91797	118368	0	1478564	14234470	0	110087	0	1715003	8612	1410942	3108	53	3638	8	37
1771724338	781	0	0	0	0	288504	611824	0	2373160	14247656	0	110265	0	1715283	8617	1410942	3108	53	3641	10	39
1771724339	782	0	0	0	0	266962	590852	0	2369692	14260842	0	110407	0	1715977	8623	1410942	3108	53	3648	9	38
1771724340	783	0	0	0	0	309817	485104	0	2063064	14274028	0	110547	0	1716201	8627	1410942	3108	53	3654	9	38
1771724341	784	0	0	0	0	211013	535088	0	2385192	14287214	0	110687	0	1716981	8633	1410942	3108	53	3663	11	42
1771724342	785	0	0	0	0	207446	672308	0	2658292	14300400	0	110829	0	1719721	8646	1412821	3114	53	3668	10	39
1771724343	786	0	0	0	0	262720	440672	0	2077716	14313586	0	110971	0	1721129	8655	1413161	3117	53	3672	9	38
1771724344	787	0	0	0	0	308881	633128	0	2339780	14326772	0	111113	0	1723865	8670	1419881	3128	53	3677	10	36
1771724345	788	0	0	0	0	74852	102556	0	1471712	14339958	0	111255	0	1725481	8681	1420403	3133	53	3682	8	37
1771724346	789	0	0	0	0	205101	489856	0	2077064	14353144	0	111397	0	1726748	8694	1421083	3137	53	3689	10	41
1771724347	790	0	0	0	0	280026	743376	0	2642668	14366330	0	111539	0	1730644	8706	1421642	3140	53	3697	10	39
1771724348	791	0	0	0	0	165274	191516	0	1471212	14372923	0	111591	0	1730868	8710	1421642	3140	53	3703	8	37
1771724349	792	0	0	0	0	285914	610992	0	2425800	14392702	0	111823	0	1731284	8717	1421814	3142	54	3708	11	46
1771724350	793	0	0	0	0	242411	714464	0	2656552	14405888	0	111963	0	1731534	8721	1421814	3142	54	3715	10	37
1771724351	794	0	0	0	0	165530	195324	0	1479540	14419074	0	112105	0	1731758	8725	1421814	3142	54	3721	9	38
1771724352	795	0	0	0	0	281451	605888	0	2375112	14432260	0	112245	0	1732121	8730	1421814	3142	54	3724	10	39
1771724353	796	0	0	0	0	274394	599856	0	2372180	14445446	0	112385	0	1732413	8735	1421900	3143	54	3728	10	39
1771724354	797	0	0	0	0	236422	558172	0	2352412	14458632	0	112525	0	1734363	8751	1423075	3153	54	3732	11	38
1771724355	798	0	0	0	0	303238	776888	0	2657528	14471818	0	112667	0	1735424	8758	1423245	3154	54	3735	10	37
1771724356	799	0	0	0	0	237231	408836	0	2038332	14485004	0	112807	0	1737091	8775	1424167	3160	54	3739	8	35
1771724357	800	0	0	0	0	151998	178140	0	1467304	14498190	0	112913	0	1741456	8792	1425282	3166	54	3745	7	36
1771724358	801	0	0	0	0	266195	584844	0	2351672	14511376	0	113089	0	1741736	8797	1425282	3166	54	3748	10	39
1771724359	802	0	0	0	0	62016	200564	0	1526780	14517969	0	113143	0	1742293	8805	1425512	3169	54	3755	9	44
1771724360	803	0	0	0	0	279807	748680	0	2659816	14537748	0	113371	0	1742673	8811	1425512	3169	54	3758	11	40
1771724361	804	0	0	0	0	229859	547440	0	2371380	14550934	0	113511	0	1743255	8820	1425698	3172	55	3761	10	42
1771724362	805	0	0	0	0	297639	615256	0	2371380	14564120	0	113651	0	1743830	8827	1425698	3172	55	3768	10	42
1771724363	806	0	0	0	0	229497	547104	0	2353628	14577306	0	113793	0	1744818	8839	1426002	3175	55	3771	10	39
1771724364	807	0	0	0	0	246345	642304	0	2368720	14590492	0	113933	0	1745274	8846	1426088	3176	55	3782	9	38
1771724365	808	0	0	0	0	232978	410572	0	2080648	14603678	0	114073	0	1745802	8854	1426346	3179	55	3786	9	38
1771724366	809	0	0	0	0	146233	347652	0	1769584	14616864	0	114213	0	1746936	8866	1427026	3183	55	3792	10	39
1771724367	810	0	0	0	0	252144	570336	0	2369580	14630050	0	114353	0	1752748	8880	1427585	3186	55	3796	11	42
1771724368	811	0	0	0	0	307676	775400	0	2649724	14643236	0	114495	0	1753192	8887	1427585	3186	55	3800	10	37
1771724369	812	0	0	0	0	255703	433788	0	2075764	14656422	0	114637	0	1753830	8892	1427585	3186	55	3804	9	38
1771724370	813	0	0	0	0	301429	623920	0	2366328	14669608	0	114779	0	1754685	8898	1427585	3186	55	3809	10	39
1771724371	814	0	0	0	0	300057	625180	0	2415060	14682794	0	114919	0	1754853	8901	1427585	3186	55	3820	11	46
1771724372	815	0	0	0	0	200009	658656	0	2632472	14695980	0	115059	0	1755459	8905	1427585	3186	55	3822	11	40
1771724373	816	0	0	0	0	233100	550712	0	2353628	14709166	0	115201	0	1755903	8907	1427585	3186	56	3831	10	39
1771724374	817	0	0	0	0	292279	616592	0	2369252	14722352	0	115341	0	1756041	8909	1427585	3186	56	3836	10	39
1771724375	818	0	0	0	0	220248	539828	0	2354600	14735538	0	115481	0	1759229	8926	1434811	3202	56	3839	10	39
1771724376	819	0	0	0	0	208238	337428	0	1799716	14748724	0	115623	0	1759715	8934	1435159	3203	56	3846	11	42
1771724377	820	0	0	0	0	273544	748252	0	2682268	14768503	0	115817	0	1765038	8955	1436292	3211	56	3849	10	39
1771724378	821	0	0	0	0	273104	597436	0	2373160	14775096	0	115905	0	1766157	8960	1436292	3211	56	3852	10	39
1771724379	822	0	0	0	0	168952	195436	0	1466328	14781689	0	115957	0	1772185	8985	1444838	3228	56	3857	8	37
1771724380	823	0	0	0	0	256006	573468	0	2348744	14801468	0	116185	0	1772465	8990	1444838	3228	56	3860	10	39
1771724381	824	0	0	0	0	167219	195692	0	1526780	14808061	0	116239	0	1773520	8997	1444838	3228	56	3866	9	44
1771724382	825	0	0	0	0	250606	716928	0	2638984	14827840	0	116467	0	1773910	9002	1444838	3228	56	3873	10	37
1771724383	826	0	0	0	0	169566	332060	0	1695368	14827840	0	116467	0	1774022	9004	1444838	3228	56	3876	5	28
1771724384	827	0	0	0	0	256794	584364	0	2375108	14854212	0	116749	0	1775428	9013	1445710	3235	56	3882	10	39
1771724385	828	0	0	0	0	168096	472604	0	1982024	14854212	0	116749	0	1775685	9017	1445710	3235	56	3885	6	29
1771724386	829	0	0	0	0	307212	790684	0	2701800	14880584	0	117033	0	1775935	9021	1445710	3235	57	3891	11	40
1771724387	830	0	0	0	0	170047	478460	0	1993736	14880584	0	117033	0	1776887	9030	1446476	3240	57	3893	6	29
1771724388	831	0	0	0	0	270433	593776	0	2370232	14906956	0	117313	0	1780809	9042	1447035	3243	57	3898	10	39
1771724389	832	0	0	0	0	171529	482868	0	2002532	14906956	0	117313	0	1780921	9044	1447035	3243	57	3901	6	29
1771724390	833	0	0	0	0	287048	467068	0	2083580	14933328	0	117597	0	1781381	9052	1447121	3244	57	3906	9	38
1771724391	834	0	0	0	0	171028	481372	0	1999604	14933328	0	117597	0	1782554	9059	1447121	3244	57	3909	6	29
1771724392	835	0	0	0	0	245891	571268	0	2349544	14959700	0	117877	0	1783688	9063	1447121	3244	57	3914	10	36
1771724393	836	0	0	0	0	170543	479936	0	1996664	14959700	0	117877	0	1783966	9066	1447121	3244	57	3916	6	29
1771724394	837	0	0	0	0	262561	724344	0	2624328	14986072	0	118159	0	1784506	9070	1447207	3245	57	3922	10	37
1771724395	838	0	0	0	0	168105	329132	0	1689512	14986072	0	118159	0	1784700	9073	1447207	3245	57	3925	5	28
1771724396	839	0	0	0	0	265761	592212	0	2378040	15012444	0	118443	0	1785066	9079	1447207	3245	57	3931	10	39
1771724397	840	0	0	0	0	171030	481400	0	1999604	15012444	0	118443	0	1786825	9093	1448129	3251	57	3934	6	29
1771724398	841	0	0	0	0	276239	591520	0	2361760	15038816	0	118727	0	1790962	9104	1448774	3255	58	3941	11	42
1771724399	842	0	0	0	0	236366	708120	0	2671528	15052002	0	118867	0	1791431	9109	1448860	3256	58	3944	11	40
1771724400	843	0	0	0	0	170543	479936	0	1996664	15052002	0	118867	0	1791711	9113	1448860	3256	58	3946	6	29
1771724401	844	0	0	0	0	246340	571660	0	2370228	15078374	0	119147	0	1793560	9124	1448860	3256	58	3953	10	39
1771724402	845	0	0	0	0	168590	474068	0	1984952	15078374	0	119147	0	1794423	9131	1449008	3258	58	3956	6	29
1771724403	846	0	0	0	0	177272	306624	0	1786240	15104746	0	119431	0	1795889	9142	1449410	3261	58	3968	10	39
1771724404	847	0	0	0	0	229080	551656	0	2361444	15117932	0	119571	0	1796779	9149	1449750	3264	58	3971	10	39
1771724405	848	0	0	0	0	284604	602136	0	2346792	15131118	0	119711	0	1800217	9172	1457045	3281	58	3976	10	39
1771724406	849	0	0	0	0	168583	474052	0	1984952	15131118	0	119711	0	1800329	9174	1457045	3281	58	3978	6	29
1771724407	850	0	0	0	0	310308	648300	0	2458016	15157490	0	119993	0	1801325	9184	1457725	3285	58	3985	11	46
1771724408	851	0	0	0	0	256833	720208	0	2643648	15170676	0	120133	0	1805307	9198	1458284	3288	58	3988	10	39
1771724409	852	0	0	0	0	167616	328156	0	1687560	15170676	0	120133	0	1806189	9200	1458284	3288	58	3992	5	28
1771724410	853	0	0	0	0	289240	614732	0	2363392	15197048	0	120415	0	1807423	9207	1458284	3288	58	3998	10	39
1771724411	854	0	0	0	0	227824	536012	0	2314240	15210234	0	120557	0	1807591	9210	1458284	3288	59	4001	9	36
1771724412	855	0	0	0	0	275618	454656	0	2075760	15223420	0	120699	0	1807983	9217	1458284	3288	59	4006	9	38
1771724413	856	0	0	0	0	169079	475540	0	1987880	15223420	0	120699	0	1809575	9223	1458284	3288	59	4008	6	29
1771724414	857	0	0	0	0	193302	320612	0	1779860	15249792	0	120979	0	1811187	9230	1458284	3288	59	4015	10	39
1771724415	858	0	0	0	0	306350	633788	0	2375108	15262978	0	121121	0	1811475	9234	1458284	3288	59	4018	10	39
1771724416	859	0	0	0	0	168108	472604	0	1982024	15262978	0	121121	0	1812599	9241	1458284	3288	59	4021	6	29
1771724417	860	0	0	0	0	285065	467832	0	2125744	15289350	0	121405	0	1815110	9266	1460282	3301	59	4029	9	41
1771724418	861	0	0	0	0	229967	558252	0	2386824	15302536	0	121545	0	1819826	9283	1461052	3306	59	4032	10	39
1771724419	862	0	0	0	0	172495	485792	0	2008388	15302536	0	121545	0	1821617	9288	1461052	3306	59	4035	6	29
1771724420	863	0	0	0	0	262709	741804	0	2686184	15328908	0	121827	0	1824316	9297	1461052	3306	59	4041	11	40
1771724421	864	0	0	0	0	235475	547088	0	2304156	15342094	0	121967	0	1825787	9301	1461052	3306	59	4044	8	33
1771724422	865	0	0	0	0	171591	629752	0	2301880	15342094	0	121967	0	1826507	9308	1461052	3306	59	4053	7	30
1771724423	866	0	0	0	0	286935	610396	0	2359488	15368466	0	122249	0	1827540	9317	1461052	3306	60	4060	10	39
1771724424	867	0	0	0	0	274929	587412	0	2319272	15381652	0	122389	0	1828424	9323	1461294	3308	60	4068	10	36
1771724425	868	0	0	0	0	174456	491644	0	2020112	15388245	0	122441	0	1829539	9329	1461466	3310	60	4070	5	28
1771724426	869	0	0	0	0	189915	516360	0	2376084	15408024	0	122673	0	1829771	9332	1461466	3310	60	4074	10	39
1771724427	870	0	0	0	0	170054	478472	0	1993736	15408024	0	122673	0	1830234	9335	1461466	3310	60	4079	6	29
1771724428	871	0	0	0	0	166139	466748	0	1970300	15427803	0	122867	0	1834876	9353	1462705	3317	60	4083	5	28
1771724429	872	0	0	0	0	228024	267920	0	2448360	15447582	0	123095	0	1835324	9361	1462791	3318	60	4089	12	84
1771724430	873	0	0	0	0	332141	524276	0	2837560	15460768	0	123237	0	1835787	9365	1462791	3318	60	4090	14	77
1771724431	874	0	0	0	0	639780	3323240	0	7843728	15460768	0	123237	0	1836637	9370	1462791	3318	60	4094	18	41
1771724432	875	0	0	0	0	207036	227996	0	1787164	15473954	0	123377	0	1837995	9379	1463213	3321	60	4101	11	34
1771724433	876	0	0	0	0	471768	492584	0	2263728	15487140	0	123517	0	1838189	9382	1463213	3321	61	4113	5	28
1771724434	877	0	0	0	0	790185	3730056	0	8608816	15500326	0	123659	0	1838825	9387	1463213	3321	61	4120	17	40
1771724435	878	0	0	0	0	611209	3060432	0	7726640	15533291	0	123995	0	1843697	9414	1470423	3337	61	4126	19	70
1771724436	879	0	0	0	0	222829	1231172	0	3515792	15533291	0	123995	0	1845774	9421	1470423	3337	61	4134	9	32
1771724437	880	0	0	0	0	54127	306248	0	1638208	15539884	0	124083	0	1847700	9438	1472031	3347	61	4137	4	27
1771724438	881	0	0	0	0	224792	1042768	0	3133448	15546477	0	124137	0	1859518	9512	1485576	3409	61	4151	9	32
1771724439	882	0	0	0	0	176382	505368	0	2097248	15553070	0	124189	0	1881175	9567	1499785	3454	62	4160	11	40
1771724440	883	0	0	0	0	170063	333044	0	1697320	15579442	0	124509	0	1881795	9577	1500019	3457	62	4162	5	28
1771724441	884	0	0	0	0	170955	340648	0	1744840	15586035	0	124559	0	1882983	9584	1500143	3459	62	4169	8	35
1771724442	885	0	0	0	0	173961	490196	0	2017172	15605814	0	124791	0	1883600	9589	1500311	3461	62	4176	6	29
1771724443	886	0	0	0	0	173639	647780	0	2404728	15612407	0	124843	0	1884429	9597	1500495	3463	62	4188	12	43
1771724444	887	0	0	0	0	173476	339876	0	1710992	15632186	0	125073	0	1886405	9611	1500921	3467	62	4188	5	28
1771724445	888	0	0	0	0	172466	493488	0	2049224	15638779	0	125127	0	1887698	9617	1500921	3467	62	4191	10	36
1771724446	889	0	0	0	0	169568	476996	0	1990808	15658558	0	125355	0	1887922	9621	1500921	3467	62	4191	6	29
1771724447	890	0	0	0	0	172911	344524	0	1752656	15665151	0	125407	0	1889558	9630	1501132	3469	62	4198	8	35
1771724448	891	0	0	0	0	168598	474080	0	1984952	15684930	0	125635	0	1891503	9642	1501480	3470	62	4200	6	29
1771724449	892	0	0	0	0	170528	487768	0	2062088	15691523	0	125689	0	1896559	9660	1502371	3476	62	4210	10	39
1771724450	893	0	0	0	0	170064	333036	0	1697320	15711302	0	125919	0	1969730	9727	1508836	3505	62	4213	5	28
1771724451	894	0	0	0	0	172907	344536	0	1752656	15717895	0	125969	0	1978894	9745	1512050	3515	62	4220	8	35
1771724452	895	0	0	0	0	171029	481400	0	1999604	15737674	0	126201	0	1980125	9756	1512050	3515	63	4221	6	29
1771724453	896	0	0	0	0	171036	489212	0	2065016	15744267	0	126251	0	1980293	9759	1512050	3515	63	4231	10	39
1771724454	897	0	0	0	0	172492	485792	0	2008388	15764046	0	126481	0	1981994	9765	1512050	3515	63	4231	6	29
1771724455	898	0	0	0	0	173921	497796	0	2058008	15770639	0	126533	0	1982913	9769	1512050	3515	63	4235	10	36
1771724456	899	0	0	0	0	171516	490556	0	2067956	15797011	0	126815	0	1984758	9781	1512438	3519	63	4242	8	37
1771724457	900	0	0	0	0	173227	645856	0	2433608	15797011	0	126815	0	1985019	9784	1512438	3519	63	4251	12	47
1771724458	901	0	0	0	0	168101	472604	0	1982024	15816790	0	127045	0	1987824	9801	1516081	3526	63	4251	6	29
1771724459	902	0	0	0	0	172560	633676	0	2309688	15836569	0	127237	0	1993279	9820	1517082	3533	63	4251	6	29
1771724460	903	0	0	0	0	174478	499536	0	2110112	15849755	0	127379	0	1993391	9822	1517082	3533	63	4264	8	34
1771724461	904	0	0	0	0	172496	493608	0	2073812	15849755	0	127379	0	1994379	9828	1517252	3534	63	4265	10	39
1771724462	905	0	0	0	0	175933	504048	0	2118908	15862941	0	127519	0	1995335	9833	1517422	3535	63	4273	10	42
1771724463	906	0	0	0	0	172913	344444	0	1752656	15876127	0	127661	0	1995626	9836	1517422	3535	63	4273	8	35
1771724464	907	0	0	0	0	166152	466760	0	1970300	15895906	0	127891	0	1997841	9855	1518309	3542	63	4274	6	29
1771724465	908	0	0	0	0	170557	487608	0	2086676	15902499	0	127943	0	1999384	9862	1521452	3545	64	4285	10	42
1771724466	909	0	0	0	0	170483	339708	0	1759280	15915685	0	128085	0	2004431	9884	1525426	3557	64	4292	8	37
1771724467	910	0	0	0	0	176901	506648	0	2124764	15928871	0	128225	0	2009245	9895	1525426	3557	64	4300	10	42
1771724468	911	0	0	0	0	174929	493088	0	2023040	15948650	0	128457	0	2011183	9901	1525426	3557	64	4301	6	29
1771724469	912	0	0	0	0	174496	641468	0	2325320	15961836	0	128597	0	2013684	9917	1526454	3562	64	4308	7	30
1771724470	913	0	0	0	0	170224	633880	0	2377384	15968429	0	128649	0	2019776	9930	1526665	3564	64	4319	12	43
1771724471	914	0	0	0	0	170543	479924	0	1996664	15988208	0	128877	0	2020503	9935	1526665	3564	64	4325	6	29
1771724472	915	0	0	0	0	173957	497956	0	2082596	15994801	0	128929	0	2021183	9941	1526751	3565	64	4335	10	39
1771724473	916	0	0	0	0	171976	491848	0	2046296	16007987	0	129069	0	2022643	9947	1526751	3565	64	4337	10	36
1771724474	917	0	0	0	0	171483	490384	0	2043368	16021173	0	129211	0	2022699	9948	1526751	3565	64	4339	10	36
1771724475	918	0	0	0	0	173015	495120	0	2101328	16034359	0	129349	0	2022862	9950	1526751	3565	64	4348	10	42
1771724476	919	0	0	0	0	175915	503872	0	2094320	16047545	0	129491	0	2023501	9955	1526751	3565	64	4350	10	39
1771724477	920	0	0	0	0	172014	491992	0	2070884	16060731	0	129631	0	2024473	9960	1526751	3565	65	4355	10	39
1771724478	921	0	0	0	0	169571	332068	0	1695368	16080510	0	129859	0	2025807	9974	1527670	3571	65	4355	5	28
1771724479	922	0	0	0	0	173478	496524	0	2079668	16087103	0	129913	0	2029184	9987	1528229	3574	65	4363	10	39
1771724480	923	0	0	0	0	170053	478472	0	1993736	16106882	0	130143	0	2034421	10000	1528960	3579	65	4363	6	29
1771724481	924	0	0	0	0	172016	492180	0	2070884	16113475	0	130193	0	2035156	10002	1528960	3579	65	4371	10	39
1771724482	925	0	0	0	0	171029	481400	0	1999604	16133254	0	130425	0	2036050	10007	1528960	3579	65	4376	6	29
1771724483	926	0	0	0	0	171455	341640	0	1746800	16139847	0	130477	0	2036345	10011	1529084	3581	65	4382	8	35
1771724484	927	0	0	0	0	171026	481400	0	1999604	16159626	0	130709	0	2037892	10022	1529880	3590	65	4384	6	29
1771724485	928	0	0	0	0	172005	492168	0	2070884	16166219	0	130759	0	2038194	10025	1529880	3590	65	4393	10	39
1771724486	929	0	0	0	0	170448	339708	0	1726496	16179405	0	130903	0	2038250	10026	1529880	3590	65	4393	8	33
1771724487	930	0	0	0	0	171022	489212	0	2065016	16192591	0	131041	0	2038791	10029	1529880	3590	65	4400	10	39
1771724488	931	0	0	0	0	169071	483204	0	2053304	16205777	0	131183	0	2038971	10032	1529966	3591	65	4406	10	39
1771724489	932	0	0	0	0	173474	496556	0	2079668	16218963	0	131325	0	2039621	10037	1530314	3592	65	4409	10	39
1771724490	933	0	0	0	0	169576	484852	0	2056232	16232149	0	131465	0	2044420	10051	1531205	3598	66	4414	10	39
1771724491	934	0	0	0	0	173393	345536	0	1754608	16245335	0	131607	0	2044692	10053	1531205	3598	66	4414	8	35
1771724492	935	0	0	0	0	173001	495104	0	2101328	16258521	0	131747	0	2044943	10056	1531205	3598	66	4424	10	42
1771724493	936	0	0	0	0	172916	344564	0	1752656	16271707	0	131889	0	2045352	10058	1531205	3598	66	4424	8	35
1771724494	937	0	0	0	0	167613	478900	0	2044508	16284893	0	132031	0	2045924	10061	1531205	3598	66	4431	10	39
1771724495	938	0	0	0	0	173959	490196	0	2017172	16304672	0	132261	0	2048266	10075	1534996	3606	66	4431	6	29
1771724496	939	0	0	0	0	170198	626248	0	2375184	16317858	0	132403	0	2051602	10091	1539059	3619	66	4437	7	30
1771724497	940	0	0	0	0	176385	505328	0	2097248	16324451	0	132455	0	2051940	10092	1539059	3619	66	4446	10	39
1771724498	941	0	0	0	0	172951	494888	0	2052152	16337637	0	132595	0	2053259	10096	1539059	3619	66	4447	10	36
1771724499	942	0	0	0	0	171522	490708	0	2067956	16350823	0	132739	0	2057493	10116	1544276	3632	66	4455	10	39
1771724500	943	0	0	0	0	168599	481800	0	2074964	16364009	0	132879	0	2062941	10134	1545179	3638	66	4461	10	42
1771724501	944	0	0	0	0	174935	500904	0	2088464	16383788	0	133071	0	2065141	10141	1545265	3639	66	4464	9	38
1771724502	945	0	0	0	0	170958	340604	0	1744840	16390381	0	133161	0	2065529	10142	1545265	3639	66	4465	8	35
1771724503	946	0	0	0	0	175904	503712	0	2094320	16403567	0	133301	0	2065811	10145	1545265	3639	67	4473	10	39
1771724504	947	0	0	0	0	171732	639788	0	2421896	16416753	0	133443	0	2065867	10146	1545265	3639	67	4482	12	47
